,text
12635,"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O"
12636,"RT @FeministaJones: Not today, bitch. Not today RT @RennyStevens: @FeministaJones soooo ur a black feminist. U do know how pointless that i&#8230;"
12637,"RT @FemsHaveBallz: LOL at my mentions 

Liberal1: you're a racist bitch

Liberal2: yeah kill all whites

(Liberal1 is white)

Liberal1: Not&#8230;"
12638,RT @FemsHaveBallz: Liberals threaten my life everyday on here. So don't mind me while I'm a total jackass to their butt hurt pussies right &#8230;
12639,"RT @FemsHaveBallz: The looters in #Ferguson are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&#8230;"
12640,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;
12641,RT @FenkellPayroll: Ppl quick 2 bitch about what somebody ain't did for em when 9 times outta 10 they ain't did shit for that person
12642,RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;
12643,RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;
12644,"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;"
12645,"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ..."
12646,RT @FightCIubs: Resisting the urge to smack a bitch http://t.co/kwe5j13O9b
12647,RT @FightsOnVine: Bruh this bitch is possessed by the thot demon https://t.co/6fa2iiXs6m
12648,RT @FightsOnVine: She used her hair to throw her then kicked her in the head THEN called her a bitch &#128553;&#128514; https://t.co/JUywZNabP5
12649,RT @FillWerrell: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot...
12650,"RT @FirearmsDaily: Statistics don't lie, if you like gun control you're a queer guy. #FD"
12651,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;"
12652,RT @Fitcchh: White girls that talk ghetto&lt;&lt;&lt; you're not cute&#128514;
12653,RT @FleeBiscuit: Girls with anchor tats are hoes
12654,RT @FleeBiscuit: I look in the mirror and see a pussy ass bitch that sits down when he pees.
12655,RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.
12656,RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao
12657,RT @FlirtyWords: Distance is a fucking bitch.
12658,RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe
12659,"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches."
12660,RT @FlyGuyErv: Robin Thicke doing too much to get Paula back. That pussy had to have been &#127344;1&#8419;.
12661,RT @Fly_Air_Walker: I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop
12662,"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;"
12663,"RT @FlyoutChase: When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&#8230;"
12664,"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f"
12665,RT @FoolishSmoker: The nerve of these bitches in Champaign
12666,RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG
12667,RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you hoes don't know how to count &#9995;&#128530;
12668,RT @Foreverandix: &#8220;@Vikyfdez15: @Foreverandix today at 10am&#8221; bitch do your Hw!
12669,"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3"
12670,"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon"
12671,RT @FreakNation69: Eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wWI0vX
12672,"RT @FreakoSLAM93: ""@TattedHMS: @FreakoSLAM93 let's go pick up dat bitch she only 10 dollars lol"" Hml Brogod"
12673,RT @FreddieGibbs: It's cold as penguin pussy.
12674,RT @FreeFaceRidess: Niggas be waiting for these light skin bitches to respond to a DM like ... http://t.co/LZLuNyh5Xo
12675,RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b
12676,"RT @FreeMolly_: &#8220;@___Tamm: Shawty fine, breath stank...&#8221; Do da heisman on dat hoe &#128514;"
12677,RT @FreeMolly_: @VoiceOfDStreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;
12678,RT @FreeMolly_: @VoiceOfDStreetz why I was bouta grab dem hoes yeterday outta hook ups &#128553;
12679,RT @FreeTopher: Fuck bitches...Get money
12680,RT @FreeTopher: Some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? &#128553;&#128553;&#128553;
12681,RT @FreeTopher: That black pussy have nigga sayin anything #AHSFREAKSHOW
12682,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed
12683,"RT @FriendZoneCEO: The go-to insult is always to call someone:

1. Fat
2. Ugly
Or
3. A hoe"
12684,"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch."
12685,"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up"
12686,"RT @FriendlyAssh0le: ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch"
12687,"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch"
12688,RT @FriendlyAssh0le: Hoes will be hoes.
12689,RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3
12690,"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch."
12691,"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up."
12692,"RT @FriendlyAssh0le: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch."
12693,"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor."
12694,"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;"
12695,RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;
12696,"RT @FriendlyAssh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""

bitch what???"
12697,RT @FriendlyAssh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.
12698,RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore
12699,"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches"
12700,RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK
12701,RT @FriendlyAssh0le: when bitches talk about their bf 24/7 http://t.co/kDEBRyK5eR
12702,RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU
12703,RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH
12704,RT @FuckBoyLog: I bet I hit that bitch.. like a game winner
12705,RT @FuckHisTattoos: Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF.
12706,RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers
12707,RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie
12708,RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe
12709,RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible
12710,RT @FuckYouIsaac_: Maury 70 years old still exposing hoes
12711,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him
12712,"RT @FumingTurnip: @PatVPeters O didn't know?!? Sure, he's a little bitch. Valerie Jarrett on the other hand, you betcha. That guy knows eve&#8230;"
12713,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;
12714,RT @FunkyDineva: Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;
12715,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care
12716,"RT @FunkyDineva: If you can barely walk in your heels or your dress, bitch you are trying to hard"
12717,RT @FunkyDineva: Teenagers have got to be the most disrespectful sons of bitches ever! I commend all parents. It's not an easy job
12718,"RT @FunnyJokeBook: If your tweets have never offended anyone, then you tweet like a little bitch."
12719,"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;"
12720,"RT @FunnyPicsDepot: He really put ""side bitch contract"" &#128514;&#128514; http://t.co/KOktVOpVp1"
12721,RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL
12722,RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk
12723,RT @FunnyPicsDepot: Niggas develop superpowers when it comes to getting some pussy http://t.co/ADbxQlTDJj
12724,RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J
12725,RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq
12726,RT @FunnyPicsDepot: When you get twerk from the thickest bitch in the room http://t.co/a6r9U18EFS
12727,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
12728,"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic"
12729,RT @FunnyPicsDepot: bitches in middle school be like http://t.co/8HdtphPH51
12730,RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a
12731,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK
12732,RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA
12733,RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm
12734,RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.
12735,"RT @FunnyQuotees: I hope a bird shits on your face, bitch."
12736,RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks
12737,RT @Fvnxy: Irrelevant people talk so much shit like who the fuck are you bitch
12738,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR
12739,"RT @G0ldenG0ddess: Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;"
12740,RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu
12741,"RT @GDKElijah: Ladies, if your pussy sounds like this please hit my DMs. I need you for a science project &#128064; https://t.co/XR0HgOld5m"
12742,RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;
12743,RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch
12744,RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..
12745,RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me
12746,RT @GMB_Ace: If U wife A bitch den She represent U...So Dnt Wife DA Wrong Bitch
12747,RT @GMB_Ace: If more Den 5 Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her &#8252;&#65039;&#128554;
12748,RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;
12749,RT @GMB_flash7414: Oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao
12750,"RT @GODLOVESUGLYY_: You tell me I'm beautiful, like you tell every other bitch. Come on sir. #dobetter"
12751,RT @GOLDBONEQUEEN: Stevie J turned a hoe &#128111;into a Housewife&#128129;&#128141;&#128142; and Nikko turned a Housewife&#128582; into a hoe&#128111;&#128111;&#128131;&#9757; !!I swear this shit can happen
12752,RT @GUNSandcrayons: What's wrong with these bitches breh http://t.co/wcGJoUdeue
12753,RT @GVLDENBEAUTY_: these hoes woozy
12754,RT @Gabriel_Montoya: RT &#8220;@Brandon_Rios1: @Gabriel_Montoya fuck u bitch hope I don't see u bitch cuz I would love for u to tell me to my fac&#8230;
12755,RT @GabrielaAngela4: @JacklynAnnn @TheOneMiss_Luu bitches lover the word quality because they quality Bitches.
12756,RT @GabrielaAngela4: Bitches be like Fuck ponies but ponies ve like Fuck bitches.
12757,RT @GabrielaAngela4: That hoe wanta 6/6.
12758,"RT @GangsterFeels: Yes i'm judging you by the way you dress, bitch."
12759,RT @Garnettujl: Hoes will be hoes.
12760,RT @GaryLopez_19: I'm gonna make this math test my bitch tomorrow.
12761,RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking retards to cure down's.
12762,"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs"
12763,"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow."
12764,RT @GbOSMG: y'all gotta stop pumping these ugly hoes heads up &#128567;
12765,RT @GeeZzzus: Don't no woman want a man that acts like a bitch
12766,RT @Georganaaa_: I asked dis bitch to get me water 10 mins ago where Dafuq is it
12767,RT @GeorgeCarlinSez: My uncle taught me abt sex. He said 'The birds fuck the bees.' Then he told me he banged a girl so hard her freckles c&#8230;
12768,RT @GeorgeKelleyJr: If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup
12769,RT @GermanSquidd__: These water challenges are retarded as fuck.
12770,RT @GetEmKee_iGotEm: hoes? I got several? they 10's or better &#128076;
12771,RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn
12772,"RT @Get_It_MarMar: If I hit you wit that shottie bitch, I bet ya body flip ! &#128299;&#128165;&#128165;&#128165;"
12773,RT @GettEmm_Jay: So before you wear a thong get yo pussy in check
12774,RT @Gezzy504: Niggas don't mind sharing hoes
12775,RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn
12776,RT @GhettoViine: This bitch came to the club with a broken neck? Bitch you serious? https://t.co/A9yNUopYvY
12777,"RT @GirlTalk26: ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women &amp; actually h&#8230;"
12778,RT @GirlsLoveDrugs: Talkin bout the next bitch but you ain't bout shit.
12779,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch
12780,RT @Gmel_Genuine: When ya broke ONLY real bitches stick around
12781,"RT @GoatRapLines: Chief Keef changed the rap game when he said ""bitch I'm cooler than a cooler"""
12782,"RT @GoatRapLines: When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&#8230;"
12783,RT @GoatRapLines: When Wale said.....nvm that nigga trash
12784,"RT @GoldenBella_: If a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! That's it."
12785,RT @Goldie_Brim: Smack a bitch no filter
12786,"RT @Golfwangslut25: Tyga makes you think about fucking a bunch of bad bitches 
J.cole makes you motivated 
Drake makes you wanna think abou&#8230;"
12787,"RT @GoodKidLeo: catch a bitch snitch, my finger itchin on the switch"
12788,RT @Gook____: Lil stupid ass bitch I don't fuck with YOU!!&#128564;
12789,"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot."
12790,RT @GorgeousCamry_: &#128514;&#128514; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !
12791,RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !
12792,RT @GorgeousCamry_: I peep a lot of shit and I just laugh cause these hoes some actors !
12793,RT @GorgeousCamry_: it's two different things you hoes should know because a lot of you hoes THINK yal know me !
12794,RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;
12795,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;
12796,RT @GottaLuvLexci_: You know these hoes wishy washy
12797,RT @GottaPHILMe: &#128128;&#128128; RT &#8220;@VersaceSilk: When you and your boys discover a hoe https://t.co/fbfR8trToY&#8221;
12798,"RT @GrandadJFreeman: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ..."
12799,RT @GreatNegrodamus: Lmfaoooooooooo trash ass falcants RT @PacDaGoat: LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon
12800,RT @GreatScottnyc: All bitches is crazy.
12801,RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV
12802,RT @Gresham_Major: U tell us you fuckin barbarian RT @TypoGawd: Does pussy juice really help ya beard grow?
12803,"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!"""
12804,"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;"
12805,RT @GrvndBxrry: i hate when bitches brag bout how they bf put it down ........ Then they single .... &#128514;
12806,"RT @GuapoAficionado: Kill em all at once I say.

RT &#8220;@PacDaGoat: The world will be a better place when bitches like her dies lonely http://&#8230;"
12807,"RT @GucciManeQuote1: Gucci, you conceited bitch I might be
'Cause my chain so bright, Stevie Wonder might see"
12808,RT @GuiltyZoE: &#128514;benzino bitch wasn't ready &#128557;&#128557;&#127821;
12809,"RT @Gunplayrob187: Tired of dealing with these hoes , but my dick not &#128588;&#128175;&#128564;&#128514;&#128514;"
12810,"RT @GuruJeremy: Hoes use the""it just happened"" excuse as a means to cope wit them being a ho. They make it seem as if they had no control o&#8230;"
12811,"RT @GuruJeremy: That's how niggas get cheated on. She lie in ur face bc she in denial about her hoe actions. But she tell her homegirls ""it&#8230;"
12812,RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;
12813,RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!
12814,RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O
12815,RT @GuyCodes: One loyal girlfriend is worth more than a hundred hoes.
12816,"RT @GuyCodes: Scientists recently discovered that bitches, do in fact, be trippin'."
12817,RT @GuysPIctures: Once bitches get the D... http://t.co/deWE9ttUz5
12818,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;"
12819,RT @Gvmby: This bitch possessed by the thot demon. https://t.co/FHfgbsihhE
12820,RT @H8UHOES: Alot of good girls made a twitter &amp; became a hoe for the attention they don't receive from their fathers.
12821,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU..."
12822,RT @HBCUfessions: All these hoes want is sum Good Dick &amp; attention -All HBCU
12823,"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;"
12824,"RT @HBCUfessions: I got some bomb dick from a Alpha, a Q, 2 Kappas, a Iota, &amp;two professors all in the same month. Im not a hoe..I just say&#8230;"
12825,RT @HBCUfessions: I know if my bf breaks up w/ me I'll become the biggest hoe of all time &amp;probably fuck anyone who looks my way bc id be s&#8230;
12826,RT @HBCUfessions: My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU
12827,RT @HBCUfessions: Sigmas love to eat pussy at their juice party's... - FAMU
12828,RT @HBCUfessions: So my homegirl fucked this alpha but little does she know she's just sloppy seconds... How my pussy taste- FAMU
12829,RT @HBCUfessions: Us dykes get more play than most niggas! -FAMU
12830,RT @HBCUfessions: track girls have the best pussy!!! - Bethune-Cookman
12831,RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;
12832,"RT @HENNERGIZED: &#128557;&#128557;&#128557;&#8220;@StopBeingSober: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.&#8221;"
12833,RT @HG_Shit: @1BookieG I just fucked yo bitch bruh.. I tried not to tho
12834,RT @HG_Shit: @1BookieG aye g.. I fucked yo bitch again by mistake..
12835,RT @HG_Shit: @1BookieG them klutzy bitches
12836,RT @HG_Shit: Cause bitch I'm Tae !! #KingLute
12837,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;
12838,"RT @HG_Shit: On my mama yous a hoe! Omm yous a bitch! Omm if you get in a jam, I bet you snitch! Omm &#128514;"
12839,RT @HG_Shit: Pull up like look at my shoes bitch &#128526;
12840,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;"
12841,RT @HOOLIGANS_ISSUE: @Aj_Swagggg fucking faggots. They thirsty for eachother. They probably fuck behind redemption
12842,RT @HOOLIGANS_ISSUE: @Aj_Swagggg those rich son's of bitches too gready. Smh
12843,"RT @HUMOR18plus_: ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" http://t.co/VsY3ejFZHF"
12844,"RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches."
12845,RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last night was cool until niggas was more worried bout us than bitches..&#8221;it's like that all the time.
12846,"RT @HYPEBEASTAUSTIN: love one of you bucket headed hoes 

noway."
12847,RT @HakoSav: Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect
12848,RT @Haley_Dych: I wonder when it got attractive to be a huge bitch
12849,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.
12850,RT @HamseAbdala: Charlie Sheen is a fucking boss http://t.co/WdE24QtbF6
12851,"RT @HandsomeAssDada: majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled &#8230;"
12852,"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;"
12853,RT @HannahPike_: I think I'm addicted to naked pictures and sit talking bout bitches that we almost had&#127911;
12854,RT @HardNuckLife: Kamehamehaaaaaaa bitch.
12855,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;
12856,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;
12857,RT @Hayyylayyy_: when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I&#8230;
12858,RT @HeIsMe_IAmHim: Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose...
12859,RT @HeMightBeJason: Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;
12860,RT @Heart_LessGirI: It amazes me how simple it is for girls to be insane bitches when it'd be just as easy for them to be normal &amp; sane. Ge&#8230;
12861,RT @Heart_LessGirl: I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.
12862,"RT @Heartlle: i don't like girls that've been around &#128564;, niggas really be cuffin' community pussy."
12863,"RT @HeavensWay_: &#8220;@Thompson_Era: &#8220;@JuniorMaye8: @Thompson_Era it goes to her ego&#8221; 

And her head bc it sholl is big&#8221; bye bitches"
12864,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
12865,"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;"
12866,"RT @Heissarcastic: Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?"""
12867,"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;"
12868,"RT @Heissarcastic: If my tweets offend you:

1. stop being a sensitive pussy
2. Fuck your feelings"
12869,"RT @Heissarcastic: Math city bitch, math math city bitch, math city bitch, math math city bitch, 10, 10, 10 and 20 equals 50 bitch."
12870,RT @Heissarcastic: Pop a molly? Why don't some of you hoes start popping birth control
12871,"RT @Heissarcastic: Saying ""bitch"" after proving your point."
12872,"RT @Heissarcastic: The nicer you are, the easier you're hurt. So just be a bitch"
12873,"RT @Heissarcastic: ugly people : taken &#128143; 

nerds : taken &#128143; 

hoes : taken &#128143; 

everybody : taken &#128143; 

me : &#128694;"
12874,RT @HellaRatchet: #FreshmanAdvice Rolling backpacks get all the bitches
12875,"RT @HelloCupkake: Too many good single girls, too many hoes taken."
12876,RT @HelloKittyMNW: I could be such a bitch right now. But I'll restrain myself.&#128129;
12877,"RT @HennyHeathen: Bitches eat mad beef,drink Henny and do the shmoney dance that's why they pussy always stink"
12878,RT @HennyHeathen: The fuuuck happened to her ? RT. @MrLondon_: Ain't nothin worse than a bad bitch that lost it &#128532; http://t.co/aWJDYD8UzK
12879,RT @HerMoufPiece: Hairy pussy bitch you the type that got herps
12880,RT @HerMoufPiece: Love a bitch that never act hollywood
12881,"RT @Hermit_Thrush: I suck a giant dick, i suck a skinny dick &#9835; i suck a faggot dick, i suck a nigger dick &#9835; i suck the dicks that remind me&#8230;"
12882,RT @HeyZeus666: I think most men cheat because they're addicted to that new pussy smell.
12883,RT @HiDevon_: The nae nae got to the white ppl it's too late &#128553; &#8220;@ayoTeeshh: Lmao they ate this hoe stonnaaaaa &#128535;&#128168;&#127809;&#127811;&#127810; #NaeNae https://t.co/pn&#8230;
12884,RT @HiImAnAsshole: &#8220;@Victoria_Finae: Chief keef is trash.&#8221;I'm glad someone said it
12885,RT @HiImAnAsshole: @dustine82394 @Victoria_Finae @Jammer9Hunna @scary_jumanji8 low key miss you bitches&#128517;
12886,"RT @Hi_Niamani: ""@clemheem: Me and my grandma got to tweakin hoe https://t.co/OoD1r2WVu6""she turnt"
12887,"RT @Hi_Slick: bitch you better play w/ this 

d
 i
i
 i
i
 i
i
 i
i
 i
i
c
k"
12888,"RT @Hi__________Bye: ""@UglyAssAyeKay: Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww @Hi__________Bye"" ugh I hate her ass&#8230;"
12889,"RT @HighClassCapri: I'm on go, so bitch tread carefully."
12890,RT @HighFiveOhTwo: I can't stand this dumb fucking bitch
12891,RT @HighSociety26: These old hoes is madddd that @DrayaFace and @MalaysiaPargo slayed they attire!!! #BasketballWivesLA #DrayaMondays #Mala&#8230;
12892,"RT @HilariousBubble: &#8220;what are you twelve&#8221;

yeah on a scale of one to ten 

bitch"
12893,"RT @HilariousBubble: Scientists recently discovered that bitches, do in fact, be trippin'."
12894,"RT @HilariousBubble: Texting bitches at 11:12, making their wish come true."
12895,RT @HilariousSelfie: how ugly bitches take selfies &#128557; http://t.co/SNt2iOmhGr
12896,"RT @HillbillieTY: ""@UFUCKIN_RIGHT: @HillbillieTY @KuntryTawk93 mannn.. we had hoes like that wen I was in school.. they all had babies!"" Da&#8230;"
